userId,coherence,total_ratings,max_total_ratings,min_total_ratings,max_coherence,min_coherence,user_group
376,-46.48719434623075,131,2698,17,-0.0,-283.66933299507997,LEUG
377,-56.595049367797,131,2698,17,-0.0,-283.66933299507997,LEUG
378,-20.770849081777435,47,2698,17,-0.0,-283.66933299507997,LEUG
379,-27.627512696165166,36,2698,17,-0.0,-283.66933299507997,LEUG
380,-223.43370413076454,1213,2698,17,-0.0,-283.66933299507997,MDUG
381,-122.466909953604,474,2698,17,-0.0,-283.66933299507997,LEUG
382,-114.83272096115762,291,2698,17,-0.0,-283.66933299507997,LEUG
383,-22.003399888690353,34,2698,17,-0.0,-283.66933299507997,LEUG
384,-46.52656556298577,70,2698,17,-0.0,-283.66933299507997,LEUG
385,-75.32841205549515,201,2698,17,-0.0,-283.66933299507997,LEUG
386,-36.90943228257361,68,2698,17,-0.0,-283.66933299507997,LEUG
387,-161.29165008397695,1027,2698,17,-0.0,-283.66933299507997,MDUG
388,-31.141870786369825,29,2698,17,-0.0,-283.66933299507997,LEUG
389,-20.31440223345711,34,2698,17,-0.0,-283.66933299507997,LEUG
390,-38.631224337352414,78,2698,17,-0.0,-283.66933299507997,LEUG
391,-125.00941614420316,366,2698,17,-0.0,-283.66933299507997,LEUG
392,-25.49580745026836,25,2698,17,-0.0,-283.66933299507997,LEUG
393,-65.80337215446292,107,2698,17,-0.0,-283.66933299507997,LEUG
394,-21.359921907051298,23,2698,17,-0.0,-283.66933299507997,LEUG
395,-35.5660072846682,61,2698,17,-0.0,-283.66933299507997,LEUG
396,-35.854149332535656,28,2698,17,-0.0,-283.66933299507997,LEUG
397,-10.712264973473136,23,2698,17,-0.0,-283.66933299507997,LEUG
398,-28.95299515953407,44,2698,17,-0.0,-283.66933299507997,LEUG
399,-31.0076149634742,34,2698,17,-0.0,-283.66933299507997,LEUG
400,-21.078773177095428,43,2698,17,-0.0,-283.66933299507997,LEUG
401,-31.605216058606537,72,2698,17,-0.0,-283.66933299507997,LEUG
402,-27.673144815395055,48,2698,17,-0.0,-283.66933299507997,LEUG
403,-22.43833647068969,34,2698,17,-0.0,-283.66933299507997,LEUG
404,-20.606299091044065,60,2698,17,-0.0,-283.66933299507997,LEUG
405,-28.388661979597167,120,2698,17,-0.0,-283.66933299507997,LEUG
406,-25.49161849182018,20,2698,17,-0.0,-283.66933299507997,LEUG
407,-19.84767204148563,22,2698,17,-0.0,-283.66933299507997,LEUG
408,-44.832078516990116,139,2698,17,-0.0,-283.66933299507997,LEUG
409,-44.62728963168237,124,2698,17,-0.0,-283.66933299507997,LEUG
410,-45.670566419673996,162,2698,17,-0.0,-283.66933299507997,LEUG
411,-59.15534311119682,127,2698,17,-0.0,-283.66933299507997,LEUG
412,-48.9258643199096,99,2698,17,-0.0,-283.66933299507997,LEUG
413,-23.03395894758428,53,2698,17,-0.0,-283.66933299507997,LEUG
414,-283.66933299507997,2698,2698,17,-0.0,-283.66933299507997,HDUG
415,-33.30015241822977,94,2698,17,-0.0,-283.66933299507997,LEUG
416,-50.3540261340247,51,2698,17,-0.0,-283.66933299507997,LEUG
417,-28.795998676258435,64,2698,17,-0.0,-283.66933299507997,LEUG
418,-81.12067639723692,89,2698,17,-0.0,-283.66933299507997,LEUG
419,-64.79163994683361,150,2698,17,-0.0,-283.66933299507997,LEUG
420,-38.28294329711028,141,2698,17,-0.0,-283.66933299507997,LEUG
421,-26.147137681471435,37,2698,17,-0.0,-283.66933299507997,LEUG
422,-51.325746405186294,93,2698,17,-0.0,-283.66933299507997,LEUG
423,-24.511083637861457,21,2698,17,-0.0,-283.66933299507997,LEUG
424,-50.136384491721834,138,2698,17,-0.0,-283.66933299507997,LEUG
425,-58.053522200359566,306,2698,17,-0.0,-283.66933299507997,LEUG
426,-51.69044001075215,80,2698,17,-0.0,-283.66933299507997,LEUG
427,-41.68005953652025,84,2698,17,-0.0,-283.66933299507997,LEUG
428,-102.718132383541,300,2698,17,-0.0,-283.66933299507997,LEUG
429,-33.44341725150115,58,2698,17,-0.0,-283.66933299507997,LEUG
430,-40.9209871305747,58,2698,17,-0.0,-283.66933299507997,LEUG
431,-20.33526215431024,20,2698,17,-0.0,-283.66933299507997,LEUG
432,-76.5366161857927,256,2698,17,-0.0,-283.66933299507997,LEUG
433,-15.386957045461221,21,2698,17,-0.0,-283.66933299507997,LEUG
434,-97.58675590434216,230,2698,17,-0.0,-283.66933299507997,LEUG
435,-16.486643033485056,42,2698,17,-0.0,-283.66933299507997,LEUG
436,-38.59263825347144,106,2698,17,-0.0,-283.66933299507997,LEUG
437,-49.081861869541704,121,2698,17,-0.0,-283.66933299507997,LEUG
438,-135.57446507386246,635,2698,17,-0.0,-283.66933299507997,LEUG
439,-16.664216872948483,21,2698,17,-0.0,-283.66933299507997,LEUG
440,-16.059612125226526,33,2698,17,-0.0,-283.66933299507997,LEUG
441,-16.596504626677437,44,2698,17,-0.0,-283.66933299507997,LEUG
442,-7.648105553900187,20,2698,17,-0.0,-283.66933299507997,LEUG
443,-21.44538150333813,36,2698,17,-0.0,-283.66933299507997,LEUG
444,-28.27197880985253,42,2698,17,-0.0,-283.66933299507997,LEUG
445,-39.32185274508804,73,2698,17,-0.0,-283.66933299507997,LEUG
446,-47.36275243134563,84,2698,17,-0.0,-283.66933299507997,LEUG
447,-41.75430521822893,78,2698,17,-0.0,-283.66933299507997,LEUG
448,-261.9844367691276,1864,2698,17,-0.0,-283.66933299507997,HDUG
449,-27.096999607879678,38,2698,17,-0.0,-283.66933299507997,LEUG
450,-16.18943841161973,50,2698,17,-0.0,-283.66933299507997,LEUG
451,-28.411849789359223,34,2698,17,-0.0,-283.66933299507997,LEUG
452,-45.094684182399135,201,2698,17,-0.0,-283.66933299507997,LEUG
453,-94.710660426818,309,2698,17,-0.0,-283.66933299507997,LEUG
454,-21.09443245788171,45,2698,17,-0.0,-283.66933299507997,LEUG
455,-27.021859554510378,57,2698,17,-0.0,-283.66933299507997,LEUG
456,-26.14970464396683,43,2698,17,-0.0,-283.66933299507997,LEUG
457,-39.4129134401702,50,2698,17,-0.0,-283.66933299507997,LEUG
458,-32.206013269156244,57,2698,17,-0.0,-283.66933299507997,LEUG
459,-19.417520794879884,26,2698,17,-0.0,-283.66933299507997,LEUG
460,-34.39108401940296,82,2698,17,-0.0,-283.66933299507997,LEUG
461,-18.925697319364843,23,2698,17,-0.0,-283.66933299507997,LEUG
462,-132.03850180337028,455,2698,17,-0.0,-283.66933299507997,LEUG
463,-17.228147663686403,33,2698,17,-0.0,-283.66933299507997,LEUG
464,-69.71740338869783,135,2698,17,-0.0,-283.66933299507997,LEUG
465,-43.82076086293846,115,2698,17,-0.0,-283.66933299507997,LEUG
466,-40.47599032255829,111,2698,17,-0.0,-283.66933299507997,LEUG
467,-22.088099323388008,22,2698,17,-0.0,-283.66933299507997,LEUG
468,-31.30607195143336,33,2698,17,-0.0,-283.66933299507997,LEUG
469,-121.56010769203033,461,2698,17,-0.0,-283.66933299507997,LEUG
470,-34.53600136122015,80,2698,17,-0.0,-283.66933299507997,LEUG
471,-28.12316038601377,28,2698,17,-0.0,-283.66933299507997,LEUG
472,-10.94782612679857,28,2698,17,-0.0,-283.66933299507997,LEUG
473,-26.006086100365454,37,2698,17,-0.0,-283.66933299507997,LEUG
474,-213.70946824540022,2108,2698,17,-0.0,-283.66933299507997,HDUG
475,-38.81579771940461,155,2698,17,-0.0,-283.66933299507997,LEUG
476,-34.84774694201242,69,2698,17,-0.0,-283.66933299507997,LEUG
477,-139.79917415646293,597,2698,17,-0.0,-283.66933299507997,LEUG
478,-24.768387163949242,22,2698,17,-0.0,-283.66933299507997,LEUG
479,-83.73507460187346,181,2698,17,-0.0,-283.66933299507997,LEUG
480,-175.12659805351575,836,2698,17,-0.0,-283.66933299507997,LDUG
481,-22.52790929979971,31,2698,17,-0.0,-283.66933299507997,LEUG
482,-69.66735922519025,126,2698,17,-0.0,-283.66933299507997,LEUG
483,-167.18700677754615,720,2698,17,-0.0,-283.66933299507997,LDUG
484,-67.63551762480334,264,2698,17,-0.0,-283.66933299507997,LEUG
485,-28.225039087655876,23,2698,17,-0.0,-283.66933299507997,LEUG
486,-39.2093568716489,56,2698,17,-0.0,-283.66933299507997,LEUG
487,-33.36773589772544,56,2698,17,-0.0,-283.66933299507997,LEUG
488,-57.609347334880795,104,2698,17,-0.0,-283.66933299507997,LEUG
489,-184.73084304677155,648,2698,17,-0.0,-283.66933299507997,LDUG
490,-44.842686145756005,113,2698,17,-0.0,-283.66933299507997,LEUG
491,-17.7668429728327,62,2698,17,-0.0,-283.66933299507997,LEUG
492,-43.99199087611754,120,2698,17,-0.0,-283.66933299507997,LEUG
493,-36.80301058045471,58,2698,17,-0.0,-283.66933299507997,LEUG
494,-14.545061276847164,21,2698,17,-0.0,-283.66933299507997,LEUG
495,-97.83725847343084,259,2698,17,-0.0,-283.66933299507997,LEUG
496,-21.943747572101998,29,2698,17,-0.0,-283.66933299507997,LEUG
497,-37.51909660925447,45,2698,17,-0.0,-283.66933299507997,LEUG
498,-25.45344586934531,35,2698,17,-0.0,-283.66933299507997,LEUG
499,-21.3730292619387,27,2698,17,-0.0,-283.66933299507997,LEUG
500,-52.21496413125461,78,2698,17,-0.0,-283.66933299507997,LEUG
501,-36.55796800070136,45,2698,17,-0.0,-283.66933299507997,LEUG
502,-40.71608633693927,33,2698,17,-0.0,-283.66933299507997,LEUG
503,-54.92115771287507,95,2698,17,-0.0,-283.66933299507997,LEUG
504,-26.40929838936974,87,2698,17,-0.0,-283.66933299507997,LEUG
505,-24.78227621822351,30,2698,17,-0.0,-283.66933299507997,LEUG
506,-32.39778089343261,42,2698,17,-0.0,-283.66933299507997,LEUG
507,-12.73587774208197,21,2698,17,-0.0,-283.66933299507997,LEUG
508,-15.469808185991745,24,2698,17,-0.0,-283.66933299507997,LEUG
509,-94.9119683113087,467,2698,17,-0.0,-283.66933299507997,LEUG
510,-62.68550637110174,108,2698,17,-0.0,-283.66933299507997,LEUG
511,-21.89922466409903,52,2698,17,-0.0,-283.66933299507997,LEUG
512,-30.622270398594054,50,2698,17,-0.0,-283.66933299507997,LEUG
513,-20.678206462542427,32,2698,17,-0.0,-283.66933299507997,LEUG
514,-106.4060989110214,397,2698,17,-0.0,-283.66933299507997,LEUG
515,-8.318497457319742,26,2698,17,-0.0,-283.66933299507997,LEUG
516,-17.799037035390533,26,2698,17,-0.0,-283.66933299507997,LEUG
517,-168.80771984612093,400,2698,17,-0.0,-283.66933299507997,LDUG
518,-24.977541965550643,24,2698,17,-0.0,-283.66933299507997,LEUG
519,-11.718414748915094,26,2698,17,-0.0,-283.66933299507997,LEUG
520,-59.38512164453172,182,2698,17,-0.0,-283.66933299507997,LEUG
521,-17.490364415793234,40,2698,17,-0.0,-283.66933299507997,LEUG
522,-76.06844374396233,190,2698,17,-0.0,-283.66933299507997,LEUG
523,-20.942068584445515,74,2698,17,-0.0,-283.66933299507997,LEUG
524,-65.78503505219736,131,2698,17,-0.0,-283.66933299507997,LEUG
525,-97.96822749317772,500,2698,17,-0.0,-283.66933299507997,LEUG
526,-19.6360075759849,58,2698,17,-0.0,-283.66933299507997,LEUG
527,-66.54486161476292,163,2698,17,-0.0,-283.66933299507997,LEUG
528,-55.265327773014285,73,2698,17,-0.0,-283.66933299507997,LEUG
529,-20.527274319579934,25,2698,17,-0.0,-283.66933299507997,LEUG
530,-18.50611712824355,27,2698,17,-0.0,-283.66933299507997,LEUG
531,-13.16453996083399,20,2698,17,-0.0,-283.66933299507997,LEUG
532,-22.660305722060478,49,2698,17,-0.0,-283.66933299507997,LEUG
533,-24.837426064433803,37,2698,17,-0.0,-283.66933299507997,LEUG
534,-96.78481560395659,515,2698,17,-0.0,-283.66933299507997,LEUG
535,-31.918629879074892,30,2698,17,-0.0,-283.66933299507997,LEUG
536,-36.56746706877061,40,2698,17,-0.0,-283.66933299507997,LEUG
537,-24.202923920510422,44,2698,17,-0.0,-283.66933299507997,LEUG
538,-14.105921271765288,37,2698,17,-0.0,-283.66933299507997,LEUG
539,-23.65813787348503,37,2698,17,-0.0,-283.66933299507997,LEUG
540,-28.097781902070214,42,2698,17,-0.0,-283.66933299507997,LEUG
541,-58.032458780263646,87,2698,17,-0.0,-283.66933299507997,LEUG
542,-69.66970739394947,105,2698,17,-0.0,-283.66933299507997,LEUG
543,-18.58990105156261,71,2698,17,-0.0,-283.66933299507997,LEUG
544,-15.893502263701963,22,2698,17,-0.0,-283.66933299507997,LEUG
545,-17.877765695750504,23,2698,17,-0.0,-283.66933299507997,LEUG
546,-37.69519804127206,61,2698,17,-0.0,-283.66933299507997,LEUG
547,-11.734184162687502,20,2698,17,-0.0,-283.66933299507997,LEUG
548,-18.764536223579487,26,2698,17,-0.0,-283.66933299507997,LEUG
549,-16.9293713390533,17,2698,17,-0.0,-283.66933299507997,LEUG
550,-16.552556595919974,28,2698,17,-0.0,-283.66933299507997,LEUG
551,-44.29671302420332,119,2698,17,-0.0,-283.66933299507997,LEUG
552,-95.27570215801663,188,2698,17,-0.0,-283.66933299507997,LEUG
553,-24.49656923345219,82,2698,17,-0.0,-283.66933299507997,LEUG
554,-54.75426330358072,83,2698,17,-0.0,-283.66933299507997,LEUG
555,-139.81235976090363,578,2698,17,-0.0,-283.66933299507997,LEUG
556,-15.864107124577252,32,2698,17,-0.0,-283.66933299507997,LEUG
557,-19.807203737163224,27,2698,17,-0.0,-283.66933299507997,LEUG
558,-36.74092537229079,55,2698,17,-0.0,-283.66933299507997,LEUG
559,-57.95192579686574,140,2698,17,-0.0,-283.66933299507997,LEUG
560,-76.6181872583851,458,2698,17,-0.0,-283.66933299507997,LEUG
561,-127.04654273629416,505,2698,17,-0.0,-283.66933299507997,LEUG
562,-61.557795445726036,229,2698,17,-0.0,-283.66933299507997,LEUG
563,-51.09544588767234,213,2698,17,-0.0,-283.66933299507997,LEUG
564,-46.99071523785936,157,2698,17,-0.0,-283.66933299507997,LEUG
565,-19.046893102123438,29,2698,17,-0.0,-283.66933299507997,LEUG
566,-44.36697502321401,73,2698,17,-0.0,-283.66933299507997,LEUG
567,-146.51651149174344,385,2698,17,-0.0,-283.66933299507997,LDUG
568,-13.670998789529687,23,2698,17,-0.0,-283.66933299507997,LEUG
569,-15.221050929739462,20,2698,17,-0.0,-283.66933299507997,LEUG
570,-52.91814370668841,191,2698,17,-0.0,-283.66933299507997,LEUG
571,-49.71807008992886,112,2698,17,-0.0,-283.66933299507997,LEUG
572,-59.89914944414816,151,2698,17,-0.0,-283.66933299507997,LEUG
573,-100.44757968850584,290,2698,17,-0.0,-283.66933299507997,LEUG
574,-20.289719589788625,23,2698,17,-0.0,-283.66933299507997,LEUG
575,-20.78253372870405,36,2698,17,-0.0,-283.66933299507997,LEUG
576,-28.256792801750507,20,2698,17,-0.0,-283.66933299507997,LEUG
577,-62.59423495132356,160,2698,17,-0.0,-283.66933299507997,LEUG
578,-20.444546884229993,27,2698,17,-0.0,-283.66933299507997,LEUG
579,-40.941993907075336,71,2698,17,-0.0,-283.66933299507997,LEUG
580,-105.92509132830456,412,2698,17,-0.0,-283.66933299507997,LEUG
581,-15.109841264939483,40,2698,17,-0.0,-283.66933299507997,LEUG
582,-31.863605332182512,56,2698,17,-0.0,-283.66933299507997,LEUG
583,-25.062506923176638,56,2698,17,-0.0,-283.66933299507997,LEUG
584,-45.655695266550765,83,2698,17,-0.0,-283.66933299507997,LEUG
585,-14.272665308546866,58,2698,17,-0.0,-283.66933299507997,LEUG
586,-51.261749606290664,200,2698,17,-0.0,-283.66933299507997,LEUG
587,-50.82183702237815,162,2698,17,-0.0,-283.66933299507997,LEUG
588,-34.2563716368643,56,2698,17,-0.0,-283.66933299507997,LEUG
589,-22.339797184273216,39,2698,17,-0.0,-283.66933299507997,LEUG
590,-129.95277558137678,728,2698,17,-0.0,-283.66933299507997,LEUG
591,-39.19504196571097,54,2698,17,-0.0,-283.66933299507997,LEUG
592,-57.79678274203226,94,2698,17,-0.0,-283.66933299507997,LEUG
593,-57.973030967414076,103,2698,17,-0.0,-283.66933299507997,LEUG
594,-88.4091330220936,227,2698,17,-0.0,-283.66933299507997,LEUG
595,-12.191148728230473,19,2698,17,-0.0,-283.66933299507997,LEUG
596,-91.01441558405371,411,2698,17,-0.0,-283.66933299507997,LEUG
597,-122.13379550653671,439,2698,17,-0.0,-283.66933299507997,LEUG
598,-29.92619680888494,20,2698,17,-0.0,-283.66933299507997,LEUG
599,-242.11516679143134,2478,2698,17,-0.0,-283.66933299507997,HDUG
600,-177.0875506392905,763,2698,17,-0.0,-283.66933299507997,LDUG
601,-28.592368071391252,101,2698,17,-0.0,-283.66933299507997,LEUG
602,-56.493921836061816,135,2698,17,-0.0,-283.66933299507997,LEUG
603,-179.73235163277315,907,2698,17,-0.0,-283.66933299507997,MDUG
604,-42.182146042750695,100,2698,17,-0.0,-283.66933299507997,LEUG
605,-79.72753913173229,221,2698,17,-0.0,-283.66933299507997,LEUG
606,-140.50669864767283,1114,2698,17,-0.0,-283.66933299507997,MEUG
607,-68.052035868941,181,2698,17,-0.0,-283.66933299507997,LEUG
608,-182.45578183335112,831,2698,17,-0.0,-283.66933299507997,LDUG
609,-11.03281954783381,37,2698,17,-0.0,-283.66933299507997,LEUG
610,-192.72503743483767,1302,2698,17,-0.0,-283.66933299507997,MDUG
