,itemId,userId,user_cat,rating,timestamp,rating_group,item_cat,noise
18763082,54281,578,Average,4.5,1/7/2009,Su,Averagely-preferred,0
18776065,54503,578,Average,5,5/13/2008,Su,Strongly-preferred,0
18812160,55245,578,Average,3,3/3/2009,Au,Averagely-preferred,0
18812736,55247,578,Average,0.5,5/26/2008,Wu,Strongly-preferred,0
18827771,55280,578,Average,4,8/9/2008,Su,Strongly-preferred,0
18841598,55577,578,Average,2.5,10/31/2008,Au,Averagely-preferred,0
18853331,55820,578,Average,3.5,5/26/2008,Au,Strongly-preferred,0
18868410,55955,578,Average,3.5,11/8/2008,Au,Averagely-preferred,0
18870796,56003,578,Average,1,8/12/2008,Wu,Averagely-preferred,0
18878986,56174,578,Average,2.5,5/29/2008,Au,Averagely-preferred,0
18890726,56367,578,Average,4,5/12/2008,Su,Strongly-preferred,0
18902560,56587,578,Average,3.5,7/8/2008,Au,Averagely-preferred,0
18923423,56941,578,Average,4,8/12/2008,Su,Variably-preferred,0
18933300,57464,578,Average,4.5,8/9/2008,Su,Variably-preferred,0
18945683,57910,578,Average,3.5,9/30/2008,Au,Averagely-preferred,0
18948877,58047,578,Average,3.5,8/27/2008,Au,Averagely-preferred,0
18963730,58347,578,Average,4,12/27/2008,Su,Variably-preferred,0
18966701,58559,578,Average,5,8/9/2008,Su,Strongly-preferred,0
18992480,58998,578,Average,4.5,8/18/2008,Su,Strongly-preferred,0
19026206,59501,578,Average,4.5,5/26/2008,Su,Averagely-preferred,0
19042055,59908,578,Average,4,8/27/2008,Su,Averagely-preferred,0
19043591,60037,578,Average,1.5,6/27/2008,Wu,Averagely-preferred,0
19062294,60074,578,Average,3.5,8/27/2008,Au,Averagely-preferred,0
19084269,60760,578,Average,3.5,8/12/2008,Au,Averagely-preferred,0
19087327,60937,578,Average,2,8/9/2008,Au,Averagely-preferred,0
19088223,60941,578,Average,3,2/19/2009,Au,Averagely-preferred,0
19091513,61024,578,Average,5,9/21/2008,Su,Variably-preferred,0
19094465,61071,578,Average,3.5,8/18/2008,Au,Averagely-preferred,0
19095535,61132,578,Average,5,11/6/2008,Su,Averagely-preferred,0
19104123,61246,578,Average,4,1/18/2009,Su,Averagely-preferred,0
19106063,61262,578,Average,1.5,9/28/2008,Wu,Averagely-preferred,0
19119021,62113,578,Average,4,11/13/2008,Su,Averagely-preferred,0
19126589,62434,578,Average,4.5,11/29/2008,Su,Averagely-preferred,0
19131347,62733,578,Average,4,10/31/2008,Su,Averagely-preferred,0
19152886,63131,578,Average,4.5,11/30/2008,Su,Averagely-preferred,0
19161380,63876,578,Average,4,12/29/2008,Su,Strongly-preferred,0
19163998,63992,578,Average,1.5,1/18/2009,Wu,Averagely-preferred,0
19166918,64032,578,Average,2.5,1/14/2009,Au,Averagely-preferred,0
19170701,64497,578,Average,4,1/20/2009,Su,Averagely-preferred,0
19184604,64716,578,Average,4,12/26/2008,Su,Strongly-preferred,0
19190236,64957,578,Average,2.5,1/14/2009,Au,Strongly-preferred,0
19194617,64969,578,Average,3.5,12/26/2008,Au,Averagely-preferred,0
19211808,65802,578,Average,2.5,2/16/2009,Au,Averagely-preferred,0
1884,1,5155,Average,3.5,2/11/2005,Au,Strongly-preferred,0
50562,2,5155,Average,3,2/11/2005,Au,Averagely-preferred,0
87934,5,5155,Average,3,2/11/2005,Au,Averagely-preferred,0
138018,9,5155,Average,3,2/11/2005,Au,Averagely-preferred,0
142983,10,5155,Average,4,2/11/2005,Su,Averagely-preferred,0
171515,11,5155,Average,3,2/14/2005,Au,Strongly-preferred,0
189131,12,5155,Average,3.5,2/11/2005,Au,Averagely-preferred,0
203948,16,5155,Average,3.5,2/11/2005,Au,Strongly-preferred,0
221439,17,5155,Average,2.5,2/14/2005,Au,Strongly-preferred,0
247336,19,5155,Average,4,2/11/2005,Su,Averagely-preferred,0
296047,22,5155,Average,3.5,2/10/2005,Au,Averagely-preferred,0
310129,24,5155,Average,3.5,2/11/2005,Au,Averagely-preferred,0
339429,26,5155,Average,4,2/11/2005,Su,Strongly-preferred,0
357035,31,5155,Average,3,2/11/2005,Au,Averagely-preferred,0
412428,34,5155,Average,3,2/11/2005,Au,Strongly-preferred,0
445711,36,5155,Average,3.5,2/11/2005,Au,Strongly-preferred,0
467417,39,5155,Average,3.5,2/11/2005,Au,Averagely-preferred,0
498282,42,5155,Average,4,2/11/2005,Su,Averagely-preferred,0
527715,47,5155,Average,4.5,2/11/2005,Su,Strongly-preferred,0
569801,48,5155,Average,2,2/11/2005,Au,Averagely-preferred,0
584398,50,5155,Average,4.5,2/11/2005,Su,Strongly-preferred,0
655435,60,5155,Average,3.5,2/11/2005,Au,Averagely-preferred,0
664592,62,5155,Average,3.5,2/11/2005,Au,Strongly-preferred,0
683283,63,5155,Average,4.5,2/11/2005,Su,Averagely-preferred,0
687809,65,5155,Average,3.5,2/11/2005,Au,Averagely-preferred,0
696432,69,5155,Average,4.5,2/11/2005,Su,Strongly-preferred,0
701056,70,5155,Average,4,2/11/2005,Su,Averagely-preferred,0
748429,88,5155,Average,4,2/10/2005,Su,Averagely-preferred,0
753223,89,5155,Average,3,2/11/2005,Au,Averagely-preferred,0
765708,95,5155,Average,3.5,2/11/2005,Au,Averagely-preferred,0
802484,104,5155,Average,4.5,2/11/2005,Su,Variably-preferred,0
837970,110,5155,Average,4,2/10/2005,Su,Strongly-preferred,0
914650,112,5155,Average,3.5,2/28/2005,Au,Averagely-preferred,0
953202,140,5155,Average,3,2/11/2005,Au,Averagely-preferred,0
958907,141,5155,Average,3.5,2/11/2005,Au,Variably-preferred,0
985092,145,5155,Average,4,2/11/2005,Su,Averagely-preferred,0
1004596,150,5155,Average,3.5,2/10/2005,Au,Strongly-preferred,0
1065064,153,5155,Average,3,2/11/2005,Au,Averagely-preferred,0
1105685,158,5155,Average,2.5,2/10/2005,Au,Averagely-preferred,0
1120823,160,5155,Average,3.5,2/11/2005,Au,Averagely-preferred,0
1136088,161,5155,Average,4.5,2/11/2005,Su,Strongly-preferred,0
1165339,163,5155,Average,4,2/11/2005,Su,Averagely-preferred,0
1184878,165,5155,Average,4,2/11/2005,Su,Averagely-preferred,0
1218692,168,5155,Average,2.5,2/10/2005,Au,Averagely-preferred,0
1243434,172,5155,Average,3.5,2/11/2005,Au,Averagely-preferred,0
1256272,173,5155,Average,3.5,2/10/2005,Au,Averagely-preferred,0
1270769,174,5155,Average,3.5,2/11/2005,Au,Averagely-preferred,0
1280042,177,5155,Average,3.5,2/11/2005,Au,Averagely-preferred,0
1284333,180,5155,Average,5,2/11/2005,Su,Strongly-preferred,0
1297672,185,5155,Average,4,2/11/2005,Su,Averagely-preferred,0
1321744,186,5155,Average,2,2/10/2005,Au,Averagely-preferred,0
1337347,191,5155,Average,3,2/11/2005,Au,Averagely-preferred,0
1339300,193,5155,Average,3,2/11/2005,Au,Averagely-preferred,0
1356199,196,5155,Average,3,2/11/2005,Au,Averagely-preferred,0
1403785,208,5155,Average,3.5,2/11/2005,Au,Averagely-preferred,0
1441244,216,5155,Average,4,2/11/2005,Su,Averagely-preferred,0
1462533,223,5155,Average,5,2/11/2005,Su,Strongly-preferred,0
1522686,231,5155,Average,5,2/11/2005,Su,Averagely-preferred,0
1609306,246,5155,Average,4,2/11/2005,Su,Strongly-preferred,0
1647559,253,5155,Average,4,2/11/2005,Su,Averagely-preferred,0
1676169,256,5155,Average,3,2/11/2005,Au,Averagely-preferred,0
1695278,260,5155,Average,4.5,2/11/2005,Su,Strongly-preferred,0
1758222,262,5155,Average,2.5,2/17/2005,Au,Strongly-preferred,0
1763252,265,5155,Average,3,2/11/2005,Au,Strongly-preferred,0
1791117,267,5155,Average,3.5,2/10/2005,Au,Averagely-preferred,0
1813997,274,5155,Average,3,2/17/2005,Au,Averagely-preferred,0
1842894,282,5155,Average,3,2/11/2005,Au,Averagely-preferred,0
1855376,288,5155,Average,5,2/11/2005,Su,Variably-preferred,0
1886979,292,5155,Average,4,2/11/2005,Su,Averagely-preferred,0
1941890,296,5155,Average,5,2/10/2005,Su,Strongly-preferred,0
2010567,300,5155,Average,4,2/11/2005,Su,Strongly-preferred,0
2082434,316,5155,Average,3.5,2/11/2005,Au,Averagely-preferred,0
2113608,317,5155,Average,3,2/11/2005,Au,Averagely-preferred,0
2131514,318,5155,Average,4.5,2/10/2005,Su,Strongly-preferred,0
2217384,329,5155,Average,2.5,2/14/2005,Au,Averagely-preferred,0
2247368,333,5155,Average,4,2/11/2005,Su,Averagely-preferred,0
2260932,337,5155,Average,4,2/11/2005,Su,Strongly-preferred,0
2278289,338,5155,Average,3.5,2/11/2005,Au,Averagely-preferred,0
2321989,344,5155,Average,5,2/11/2005,Su,Averagely-preferred,0
2380820,349,5155,Average,4.5,2/11/2005,Su,Strongly-preferred,0
2409920,350,5155,Average,4,2/10/2005,Su,Averagely-preferred,0
2430778,353,5155,Average,4,2/11/2005,Su,Variably-preferred,0
2460377,356,5155,Average,4,2/10/2005,Su,Strongly-preferred,0
2525100,357,5155,Average,3.5,2/11/2005,Au,Strongly-preferred,0
2556561,361,5155,Average,3.5,2/11/2005,Au,Averagely-preferred,0
2571125,364,5155,Average,3,2/11/2005,Au,Strongly-preferred,0
2614423,367,5155,Average,4,2/11/2005,Su,Averagely-preferred,0
2648128,368,5155,Average,3,2/11/2005,Au,Averagely-preferred,0
2666200,370,5155,Average,4,2/11/2005,Su,Averagely-preferred,0
2695934,374,5155,Average,2.5,2/11/2005,Au,Averagely-preferred,0
2701392,376,5155,Average,3.5,2/11/2005,Au,Averagely-preferred,0
2713857,377,5155,Average,3.5,2/11/2005,Au,Variably-preferred,0
2763280,380,5155,Average,3.5,2/11/2005,Au,Variably-preferred,0
2815330,383,5155,Average,3,2/11/2005,Au,Averagely-preferred,0
2834147,410,5155,Average,2.5,2/11/2005,Au,Averagely-preferred,0
2863810,415,5155,Average,2.5,2/17/2005,Au,Averagely-preferred,0
2877759,420,5155,Average,3.5,2/11/2005,Au,Averagely-preferred,0
2897629,424,5155,Average,3.5,2/11/2005,Au,Averagely-preferred,0
2936549,434,5155,Average,3,2/10/2005,Au,Averagely-preferred,0
2961070,435,5155,Average,3,2/11/2005,Au,Averagely-preferred,0
2975755,437,5155,Average,3,2/11/2005,Au,Averagely-preferred,0
2979398,440,5155,Average,3,2/14/2005,Au,Strongly-preferred,0
3006679,442,5155,Average,3.5,2/11/2005,Au,Averagely-preferred,0
3042441,454,5155,Average,3.5,2/14/2005,Au,Averagely-preferred,0
3067459,455,5155,Average,2.5,2/11/2005,Au,Averagely-preferred,0
3078408,457,5155,Average,4,2/10/2005,Su,Strongly-preferred,0
3135093,466,5155,Average,3.5,2/11/2005,Au,Averagely-preferred,0
3169978,473,5155,Average,3.5,2/11/2005,Au,Averagely-preferred,0
3172010,474,5155,Average,4,2/11/2005,Su,Strongly-preferred,0
3207748,480,5155,Average,5,2/10/2005,Su,Strongly-preferred,0
3275054,485,5155,Average,2.5,2/11/2005,Au,Averagely-preferred,0
3296340,491,5155,Average,3.5,2/11/2005,Au,Averagely-preferred,0
3304829,493,5155,Average,4,2/11/2005,Su,Strongly-preferred,0
3308871,494,5155,Average,4,2/11/2005,Su,Averagely-preferred,0
3337966,500,5155,Average,3.5,2/11/2005,Au,Averagely-preferred,0
3384467,508,5155,Average,4,2/11/2005,Su,Strongly-preferred,0
3446907,518,5155,Average,4,2/11/2005,Su,Averagely-preferred,0
3448252,519,5155,Average,4,2/11/2005,Su,Averagely-preferred,0
3453476,520,5155,Average,4,2/10/2005,Su,Averagely-preferred,0
3471998,524,5155,Average,3,2/11/2005,Au,Variably-preferred,0
3481549,527,5155,Average,4,2/11/2005,Su,Strongly-preferred,0
3531000,529,5155,Average,3.5,2/11/2005,Au,Strongly-preferred,0
3541881,531,5155,Average,2.5,2/11/2005,Au,Variably-preferred,0
3579707,539,5155,Average,3,2/11/2005,Au,Variably-preferred,0
3643013,542,5155,Average,4,2/11/2005,Su,Averagely-preferred,0
3646834,543,5155,Average,3.5,2/11/2005,Au,Averagely-preferred,0
3667395,548,5155,Average,3,2/11/2005,Au,Averagely-preferred,0
3675740,551,5155,Average,4,2/11/2005,Su,Strongly-preferred,0
3695921,552,5155,Average,3,2/10/2005,Au,Averagely-preferred,0
3708955,553,5155,Average,4,2/11/2005,Su,Strongly-preferred,0
3771440,586,5155,Average,3,2/11/2005,Au,Averagely-preferred,0
3799828,587,5155,Average,3,2/11/2005,Au,Averagely-preferred,0
3829787,588,5155,Average,3.5,2/11/2005,Au,Strongly-preferred,0
3871987,589,5155,Average,4,2/11/2005,Su,Strongly-preferred,0
3923937,590,5155,Average,4,2/10/2005,Su,Strongly-preferred,0
3968253,592,5155,Average,4.5,2/10/2005,Su,Averagely-preferred,0
4014919,593,5155,Average,4.5,2/10/2005,Su,Strongly-preferred,0
4076544,594,5155,Average,3.5,2/11/2005,Au,Strongly-preferred,0
4094959,595,5155,Average,2.5,2/11/2005,Au,Strongly-preferred,0
4129227,596,5155,Average,3,2/10/2005,Au,Variably-preferred,0
4142878,597,5155,Average,2.5,2/11/2005,Au,Averagely-preferred,0
4180259,605,5155,Average,2.5,2/11/2005,Au,Averagely-preferred,0
4186727,608,5155,Average,4,2/11/2005,Su,Strongly-preferred,0
4273606,637,5155,Average,3,2/17/2005,Au,Averagely-preferred,0
4284767,647,5155,Average,3.5,2/11/2005,Au,Strongly-preferred,0
4293825,648,5155,Average,3.5,2/11/2005,Au,Averagely-preferred,0
4347548,661,5155,Average,2.5,2/11/2005,Au,Averagely-preferred,0
4367974,671,5155,Average,5,2/11/2005,Su,Strongly-preferred,0
4374528,673,5155,Average,3,2/11/2005,Au,Averagely-preferred,0
4438802,719,5155,Average,2.5,2/11/2005,Au,Averagely-preferred,0
4446473,720,5155,Average,4.5,2/11/2005,Su,Strongly-preferred,0
4455064,724,5155,Average,3,2/11/2005,Au,Averagely-preferred,0
4471408,733,5155,Average,4,2/11/2005,Su,Strongly-preferred,0
4503991,736,5155,Average,3.5,2/11/2005,Au,Averagely-preferred,0
4546862,742,5155,Average,3.5,2/11/2005,Au,Averagely-preferred,0
4548869,743,5155,Average,3,2/11/2005,Au,Averagely-preferred,0
4603755,762,5155,Average,3,2/11/2005,Au,Averagely-preferred,0
4613733,765,5155,Average,3,2/11/2005,Au,Averagely-preferred,0
4647073,780,5155,Average,4,2/11/2005,Su,Averagely-preferred,0
4697376,783,5155,Average,2.5,2/11/2005,Au,Averagely-preferred,0
4707998,784,5155,Average,4,2/11/2005,Su,Averagely-preferred,0
4722208,785,5155,Average,4,2/11/2005,Su,Averagely-preferred,0
4733146,786,5155,Average,2.5,2/11/2005,Au,Averagely-preferred,0
4749520,788,5155,Average,2.5,2/11/2005,Au,Averagely-preferred,0
4768462,798,5155,Average,2.5,2/11/2005,Au,Averagely-preferred,0
4786884,802,5155,Average,3,2/11/2005,Au,Variably-preferred,0
4802197,805,5155,Average,4,2/11/2005,Su,Strongly-preferred,0
4816479,810,5155,Average,3,2/11/2005,Au,Weakly-preferred,0
4826210,830,5155,Average,2.5,2/11/2005,Au,Averagely-preferred,0
4833301,832,5155,Average,3.5,2/11/2005,Au,Averagely-preferred,0
4847165,833,5155,Average,3.5,2/11/2005,Au,Averagely-preferred,0
4854744,837,5155,Average,3,2/11/2005,Au,Averagely-preferred,0
4878092,849,5155,Average,3,2/11/2005,Au,Averagely-preferred,0
4888085,852,5155,Average,3,2/11/2005,Au,Averagely-preferred,0
4900234,858,5155,Average,5,2/11/2005,Su,Strongly-preferred,0
4952522,879,5155,Average,3,2/17/2005,Au,Averagely-preferred,0
4962732,886,5155,Average,3.5,2/11/2005,Au,Averagely-preferred,0
5002073,903,5155,Average,3.5,2/10/2005,Au,Strongly-preferred,0
5076875,912,5155,Average,2.5,2/11/2005,Au,Strongly-preferred,0
5136969,919,5155,Average,4,2/11/2005,Su,Strongly-preferred,0
5160064,920,5155,Average,2,2/11/2005,Au,Strongly-preferred,0
5174002,921,5155,Average,3,2/17/2005,Au,Strongly-preferred,0
5201615,924,5155,Average,4.5,2/11/2005,Su,Strongly-preferred,0
5289293,953,5155,Average,2,2/11/2005,Au,Strongly-preferred,0
5368070,1005,5155,Average,3,2/11/2005,Au,Averagely-preferred,0
5370068,1006,5155,Average,4,2/11/2005,Su,Averagely-preferred,0
5390322,1015,5155,Average,3,2/11/2005,Au,Averagely-preferred,0
5406087,1020,5155,Average,3.5,2/11/2005,Au,Averagely-preferred,0
5412570,1021,5155,Average,3,2/11/2005,Au,Averagely-preferred,0
5429409,1025,5155,Average,3.5,2/11/2005,Au,Averagely-preferred,0
5435071,1027,5155,Average,4.5,2/11/2005,Su,Averagely-preferred,0
5442981,1028,5155,Average,3.5,2/11/2005,Au,Strongly-preferred,0
5468895,1031,5155,Average,2.5,2/11/2005,Au,Averagely-preferred,0
5486804,1035,5155,Average,3.5,2/28/2005,Au,Strongly-preferred,0
5501524,1036,5155,Average,5,2/11/2005,Su,Strongly-preferred,0
5531000,1037,5155,Average,3.5,2/11/2005,Au,Averagely-preferred,0
5563907,1049,5155,Average,4,2/11/2005,Su,Averagely-preferred,0
5577770,1059,5155,Average,4,2/11/2005,Su,Strongly-preferred,0
5613240,1073,5155,Average,4,2/10/2005,Su,Strongly-preferred,0
5671933,1080,5155,Average,4,2/11/2005,Su,Strongly-preferred,0
5716119,1088,5155,Average,2,2/11/2005,Au,Averagely-preferred,0
5727722,1089,5155,Average,5,2/11/2005,Su,Strongly-preferred,0
5754916,1090,5155,Average,4,2/11/2005,Su,Strongly-preferred,0
5786573,1093,5155,Average,3.5,2/11/2005,Au,Averagely-preferred,0
5817303,1097,5155,Average,5,2/11/2005,Su,Strongly-preferred,0
5857190,1101,5155,Average,4,2/11/2005,Su,Averagely-preferred,0
5883014,1104,5155,Average,4,2/10/2005,Su,Strongly-preferred,0
5894908,1120,5155,Average,4,2/11/2005,Su,Strongly-preferred,0
5917630,1127,5155,Average,4.5,2/11/2005,Su,Strongly-preferred,0
5936468,1129,5155,Average,3.5,2/11/2005,Au,Averagely-preferred,0
5958653,1136,5155,Average,5,2/11/2005,Su,Strongly-preferred,0
5995321,1148,5155,Average,4.5,2/11/2005,Su,Strongly-preferred,0
6054242,1183,5155,Average,2.5,2/11/2005,Au,Strongly-preferred,0
6099619,1193,5155,Average,5,2/11/2005,Su,Strongly-preferred,0
6132803,1196,5155,Average,5,2/11/2005,Su,Strongly-preferred,0
6177599,1197,5155,Average,5,2/11/2005,Su,Strongly-preferred,0
6210581,1198,5155,Average,5,2/11/2005,Su,Strongly-preferred,0
6267233,1200,5155,Average,4.5,2/11/2005,Su,Strongly-preferred,0
6309878,1203,5155,Average,3.5,2/11/2005,Au,Strongly-preferred,0
6359937,1207,5155,Average,4,2/11/2005,Su,Strongly-preferred,0
6375035,1208,5155,Average,4,2/11/2005,Su,Strongly-preferred,0
6403469,1210,5155,Average,4.5,2/11/2005,Su,Strongly-preferred,0
6486297,1214,5155,Average,4,2/11/2005,Su,Strongly-preferred,0
6538658,1219,5155,Average,4,2/11/2005,Su,Strongly-preferred,0
6558316,1220,5155,Average,3.5,2/11/2005,Au,Strongly-preferred,0
6578427,1221,5155,Average,5,2/11/2005,Su,Strongly-preferred,0
6605641,1222,5155,Average,4,2/11/2005,Su,Strongly-preferred,0
6639897,1225,5155,Average,3.5,2/11/2005,Au,Strongly-preferred,0
6715065,1234,5155,Average,4,2/11/2005,Su,Strongly-preferred,0
6747032,1240,5155,Average,4.5,2/11/2005,Su,Strongly-preferred,0
6782216,1242,5155,Average,4.5,2/11/2005,Su,Strongly-preferred,0
6794187,1243,5155,Average,3.5,2/10/2005,Au,Strongly-preferred,0
6920085,1258,5155,Average,4,2/11/2005,Su,Strongly-preferred,0
6943389,1259,5155,Average,4,2/10/2005,Su,Strongly-preferred,0
6975853,1262,5155,Average,4.5,2/11/2005,Su,Strongly-preferred,0
7000769,1265,5155,Average,4.5,2/11/2005,Su,Strongly-preferred,0
7032124,1266,5155,Average,4,2/17/2005,Su,Strongly-preferred,0
7066362,1270,5155,Average,4.5,2/11/2005,Su,Strongly-preferred,0
7106561,1271,5155,Average,4,2/11/2005,Su,Strongly-preferred,0
7185985,1282,5155,Average,4,2/11/2005,Su,Strongly-preferred,0
7252850,1291,5155,Average,4.5,2/11/2005,Su,Strongly-preferred,0
7334844,1302,5155,Average,4,2/11/2005,Su,Strongly-preferred,0
7350859,1304,5155,Average,5,2/11/2005,Su,Strongly-preferred,0
7421589,1333,5155,Average,5,2/11/2005,Su,Strongly-preferred,0
7436800,1339,5155,Average,4,2/11/2005,Su,Averagely-preferred,0
7466215,1345,5155,Average,4,2/11/2005,Su,Averagely-preferred,0
7476447,1347,5155,Average,4,2/11/2005,Su,Variably-preferred,0
7560888,1370,5155,Average,3,2/11/2005,Au,Averagely-preferred,0
7576228,1371,5155,Average,4,2/11/2005,Su,Averagely-preferred,0
7586036,1372,5155,Average,3.5,2/10/2005,Au,Variably-preferred,0
7596766,1373,5155,Average,3.5,2/11/2005,Au,Averagely-preferred,0
7604492,1374,5155,Average,4.5,2/11/2005,Su,Strongly-preferred,0
7620208,1375,5155,Average,4,2/11/2005,Su,Averagely-preferred,0
7631107,1376,5155,Average,3.5,2/10/2005,Au,Strongly-preferred,0
7644184,1377,5155,Average,3.5,2/11/2005,Au,Averagely-preferred,0
7666922,1380,5155,Average,3,2/10/2005,Au,Variably-preferred,0
7693806,1387,5155,Average,5,2/11/2005,Su,Strongly-preferred,0
7715305,1388,5155,Average,4,2/11/2005,Su,Averagely-preferred,0
7723881,1391,5155,Average,3.5,2/11/2005,Au,Averagely-preferred,0
7743046,1393,5155,Average,3.5,2/11/2005,Au,Strongly-preferred,0
7765107,1394,5155,Average,4,2/11/2005,Su,Strongly-preferred,0
7782707,1396,5155,Average,4,2/11/2005,Su,Strongly-preferred,0
7797625,1401,5155,Average,4,2/11/2005,Su,Strongly-preferred,0
7800025,1405,5155,Average,4.5,2/11/2005,Su,Averagely-preferred,0
7809455,1407,5155,Average,3.5,2/11/2005,Au,Averagely-preferred,0
7825338,1408,5155,Average,3.5,2/10/2005,Au,Strongly-preferred,0
7837517,1409,5155,Average,3,2/11/2005,Au,Averagely-preferred,0
7844264,1411,5155,Average,4,2/11/2005,Su,Strongly-preferred,0
7852770,1416,5155,Average,3,2/11/2005,Au,Variably-preferred,0
7875078,1438,5155,Average,3,2/11/2005,Au,Averagely-preferred,0
7882077,1441,5155,Average,3,2/11/2005,Au,Variably-preferred,0
7887837,1442,5155,Average,3.5,2/11/2005,Au,Averagely-preferred,0
7893101,1449,5155,Average,5,2/11/2005,Su,Strongly-preferred,0
7902225,1457,5155,Average,3,2/11/2005,Au,Averagely-preferred,0
7905224,1459,5155,Average,3.5,2/11/2005,Au,Averagely-preferred,0
7909518,1461,5155,Average,4,2/11/2005,Su,Averagely-preferred,0
7932612,1476,5155,Average,4,2/11/2005,Su,Variably-preferred,0
7938839,1479,5155,Average,3.5,2/11/2005,Au,Averagely-preferred,0
7953165,1485,5155,Average,4,2/11/2005,Su,Averagely-preferred,0
7984747,1500,5155,Average,4,2/11/2005,Su,Strongly-preferred,0
8001116,1509,5155,Average,3.5,3/23/2005,Au,Variably-preferred,0
8001777,1513,5155,Average,3,2/11/2005,Au,Averagely-preferred,0
8009995,1515,5155,Average,3.5,2/11/2005,Au,Averagely-preferred,0
8014741,1517,5155,Average,4,2/11/2005,Su,Variably-preferred,0
8041921,1527,5155,Average,4.5,2/11/2005,Su,Strongly-preferred,0
8079208,1544,5155,Average,4,2/11/2005,Su,Averagely-preferred,0
8096158,1552,5155,Average,3.5,2/11/2005,Au,Averagely-preferred,0
8111338,1556,5155,Average,2,2/11/2005,Au,Averagely-preferred,0
8116924,1562,5155,Average,3,2/11/2005,Au,Averagely-preferred,0
8131933,1569,5155,Average,2.5,2/11/2005,Au,Averagely-preferred,0
8143594,1573,5155,Average,3.5,2/11/2005,Au,Averagely-preferred,0
8163049,1580,5155,Average,4,2/11/2005,Su,Variably-preferred,0
8199330,1584,5155,Average,3.5,2/11/2005,Au,Strongly-preferred,0
8218908,1586,5155,Average,3,2/11/2005,Au,Averagely-preferred,0
8241354,1590,5155,Average,4,2/11/2005,Su,Averagely-preferred,0
8247979,1591,5155,Average,3.5,2/11/2005,Au,Averagely-preferred,0
8260366,1597,5155,Average,4,2/11/2005,Su,Averagely-preferred,0
8279581,1608,5155,Average,3.5,2/11/2005,Au,Averagely-preferred,0
8294733,1610,5155,Average,4.5,2/10/2005,Su,Strongly-preferred,0
8325580,1616,5155,Average,3.5,2/11/2005,Au,Averagely-preferred,0
8330340,1617,5155,Average,4,2/11/2005,Su,Strongly-preferred,0
8366993,1624,5155,Average,3,2/11/2005,Au,Averagely-preferred,0
8368036,1625,5155,Average,4,2/11/2005,Su,Strongly-preferred,0
8396343,1639,5155,Average,5,2/10/2005,Su,Strongly-preferred,0
8410826,1641,5155,Average,3.5,2/11/2005,Au,Strongly-preferred,0
8429153,1644,5155,Average,3,2/11/2005,Au,Averagely-preferred,0
8436750,1645,5155,Average,5,2/11/2005,Su,Variably-preferred,0
8453619,1653,5155,Average,4,2/11/2005,Su,Strongly-preferred,0
8477317,1663,5155,Average,5,2/11/2005,Su,Strongly-preferred,0
8485201,1665,5155,Average,3,2/11/2005,Au,Averagely-preferred,0
8491188,1672,5155,Average,3.5,2/11/2005,Au,Strongly-preferred,0
8495392,1673,5155,Average,4,2/11/2005,Su,Strongly-preferred,0
8508767,1674,5155,Average,4,2/11/2005,Su,Strongly-preferred,0
8520251,1676,5155,Average,4,2/11/2005,Su,Averagely-preferred,0
8535309,1678,5155,Average,3,2/11/2005,Au,Strongly-preferred,0
8549627,1682,5155,Average,3.5,2/11/2005,Au,Strongly-preferred,0
8598055,1693,5155,Average,3.5,2/11/2005,Au,Strongly-preferred,0
8610548,1702,5155,Average,2.5,2/11/2005,Au,Averagely-preferred,0
8616016,1704,5155,Average,4,2/11/2005,Su,Strongly-preferred,0
8653433,1717,5155,Average,2.5,2/11/2005,Au,Averagely-preferred,0
8665178,1721,5155,Average,3,2/11/2005,Au,Variably-preferred,0
8696611,1722,5155,Average,3.5,2/11/2005,Au,Averagely-preferred,0
8727567,1732,5155,Average,4,2/11/2005,Su,Strongly-preferred,0
8749990,1735,5155,Average,2,2/11/2005,Au,Averagely-preferred,0
8777273,1752,5155,Average,2.5,2/11/2005,Au,Averagely-preferred,0
8778998,1753,5155,Average,4,2/11/2005,Su,Averagely-preferred,0
8787047,1760,5155,Average,2.5,2/11/2005,Au,Weakly-preferred,0
8798041,1777,5155,Average,4,2/11/2005,Su,Averagely-preferred,0
8811128,1779,5155,Average,3.5,2/11/2005,Au,Averagely-preferred,0
8819177,1784,5155,Average,3,2/11/2005,Au,Strongly-preferred,0
8842654,1792,5155,Average,3,2/11/2005,Au,Averagely-preferred,0
8853003,1801,5155,Average,3,2/11/2005,Au,Averagely-preferred,0
8859689,1805,5155,Average,4,2/10/2005,Su,Averagely-preferred,0
8893259,1835,5155,Average,2.5,2/11/2005,Au,Averagely-preferred,0
8914389,1863,5155,Average,3,2/11/2005,Au,Averagely-preferred,0
8918945,1873,5155,Average,3.5,2/11/2005,Au,Strongly-preferred,0
8923242,1876,5155,Average,3,2/10/2005,Au,Averagely-preferred,0
8936013,1882,5155,Average,3,2/11/2005,Au,Averagely-preferred,0
8948498,1884,5155,Average,5,2/11/2005,Su,Strongly-preferred,0
8960485,1887,5155,Average,3.5,2/11/2005,Au,Averagely-preferred,0
8970317,1894,5155,Average,2.5,2/11/2005,Au,Averagely-preferred,0
8975171,1895,5155,Average,3.5,2/11/2005,Au,Averagely-preferred,0
9002050,1911,5155,Average,2.5,2/11/2005,Au,Averagely-preferred,0
